Var_Name,Var_Label
F2E0408P,Employment status - 2004/08 (August 2004)
F2E0409P,Employment status - 2004/09 (September 2004)
F2E0410P,Employment status - 2004/10 (October 2004)
F2E0411P,Employment status - 2004/11 (November 2004)
F2E0412P,Employment status - 2004/12 (December 2004)
F2E0501P,Employment status - 2005/01 (January 2005)
F2E0502P,Employment status - 2005/02 (February 2005)
F2E0503P,Employment status - 2005/03 (March 2005)
F2E0504P,Employment status - 2005/04 (April 2005)
F2E0505P,Employment status - 2005/05 (May 2005)
F2E0506P,Employment status - 2005/06 (June 2005)
F2E0507P,Employment status - 2005/07 (July 2005)
F2E0508P,Employment status - 2005/08 (August 2005)
F2E0509P,Employment status - 2005/09 (September 2005)
F2E0510P,Employment status - 2005/10 (October 2005)
F2E0511P,Employment status - 2005/11 (November 2005)
F2E0512P,Employment status - 2005/12 (December 2005)
F2E0601P,Employment status - 2006/01 (January 2006)
F2EDLEVL,Highest level of education attempted
F2EMPPTN,Employment pattern (nonenrollees) in 2006
F2EMSTAB,Number of months employed in current job
F2ENRGAP,Whether there was a gap in postsecondary enrollment
F2ERN5P2,Respondent^s total 2005 job earnings
F2EVAPIM,Imputation flag - F2EVRAPP (F2B01)
F2EVATIM,Imputation flag - F2EVRATT (F2B07)
F2EVERDO,F2 ever dropped out
F2EVRAPP,Ever applied to postsecondary school - composite
F2EVRATT,Whether has ever attended a postsecondary institution - composite
F2EVRGED,Ever earned GED/equivalency
F2EVRJIM,Imputation flag - F2EVRJOB (F2C01)
F2EVRJOB,Ever held a job since leaving high school - composite
F2F1EDEX,F1-F2 Bachelor^s degree expectation change
F2F1GR_P,F1 grade level spring term 2004 (updated)
F2F1HSST,High school completion status as of summer 2004
F2F1WT,Second follow-up first follow-up panel weight
F2FSTWGE,Standardized first job wage rate (per hour)
F2GEDP_P,Program in which GED was earned
F2HHPAR,Whether sample member lived with parents in 2006
F2HHTO_P,Number of 2006 household members including respondent
F2HIGRDE,Highest grade level attempted
F2HS2P_P,Number of months between high school and postsecondary entry
F2HSATTM,High school attainment indicator (academic risk)
F2HSCPP2,"Year received high school diploma, certificate or GED"
F2HSLVP2,Year last attended high school
F2HSPLAN,Whether plans to get GED or high school diploma/certificate
F2HSPLP2,Year plans to complete high school diploma/certificate/GED
F2HSSTAT,High school completion status in 2006
F2I0401,Enrolled in postsecondary institution in 2004/01 (January 2004)
F2I0402,Enrolled in postsecondary institution in 2004/02 (February 2004)
F2I0403,Enrolled in postsecondary institution in 2004/03 (March 2004)
F2I0404,Enrolled in postsecondary institution in 2004/04 (April 2004)
F2I0405,Enrolled in postsecondary institution in 2004/05 (May 2004)
F2I0406,Enrolled in postsecondary institution in 2004/06 (June 2004)
F2I0407,Enrolled in postsecondary institution in 2004/07 (July 2004)
F2I0408,Enrolled in postsecondary institution in 2004/08 (August 2004)
F2I0409,Enrolled in postsecondary institution in 2004/09 (September 2004
F2I0410,Enrolled in postsecondary institution in 2004/10 (October 2004)
F2I0411,Enrolled in postsecondary institution in 2004/11 (November 2004)
F2I0412,Enrolled in postsecondary institution in 2004/12 (December 2004)
F2I0501,Enrolled in postsecondary institution in 2005/01 (January 2005)
F2I0502,Enrolled in postsecondary institution in 2005/02 (February 2005)
F2I0503,Enrolled in postsecondary institution in 2005/03 (March 2005)
F2I0504,Enrolled in postsecondary institution in 2005/04 (April 2005)
F2I0505,Enrolled in postsecondary institution in 2005/05 (May 2005)
F2I0506,Enrolled in postsecondary institution in 2005/06 (June 2005)
F2I0507,Enrolled in postsecondary institution in 2005/07 (July 2005)
F2I0508,Enrolled in postsecondary institution in 2005/08 (August 2005)
F2I0509,Enrolled in postsecondary institution in 2005/09 (September 2005
F2I0510,Enrolled in postsecondary institution in 2005/10 (October 2005)
F2I0511,Enrolled in postsecondary institution in 2005/11 (November 2005)
F2I0512,Enrolled in postsecondary institution in 2005/12 (December 2005)
F2I0601,Enrolled in postsecondary institution in 2006/01 (January 2006)
F2I0602,Enrolled in postsecondary institution in 2006/02 (February 2006)
F2I0603,Enrolled in postsecondary institution in 2006/03 (March 2006)
F2I0604,Enrolled in postsecondary institution in 2006/04 (April 2006)
F2I0605,Enrolled in postsecondary institution in 2006/05 (May 2006)
F2I0606,Enrolled in postsecondary institution in 2006/06 (June 2006)
F2I0607,Enrolled in postsecondary institution in 2006/07 (July 2006)
F2I0608,Enrolled in postsecondary institution in 2006/08 (August 2006)
F2IACCPT,Whether was accepted by this postsecondary institution
F2IAPPLY,Whether applied in first round of applications
F2IATTND,Whether attended this postsecondary institution
F2ICNTRL,Control of institution
F2IEND,Last period of attendance at this postsecondary institution
F2IFTPT,Intensity of enrollment at postsecondary school
F2IGRANT,Offered scholarship or grant
F2ILEVEL,Level of institution
F2ILOAN,Offered loan
F2IMO45,Number of months enrolled in institution in 2004-2005 school year
F2IORDER,F2 Institution file order number
F2IPRE_P,Number of months enrolled at postsecondary institution in 2002-2003
F2ISECTR,Sector of institution
F2ISTART,First period of attendance at this postsecondary institution
F2IWAIVR,Offered tuition waiver/discount
F2IWKSTY,Offered work study
F2LIVARR,Spring 2006 living arrangements
F2MARPAR,Current (2006) marital-parental status
F2MJR2_P,Major in 2006 2-digit code
F2NACC1P,Number of schools that accepted respondent
F2NACC2P,Number of schools that accepted respondent (revised)
F2NAPAID,Number of applied-to schools which offered respondent financial aid
F2NAPP1P,Number of schools respondent applied to
F2NAPP2P,Number of schools respondent applied to (revised)
F2NATT_P,Number of schools respondent attended
F2NLFE_P,Number of different types of stressful life events in past two years
F2OCC1Q,Questionable first post-high school occupation flag
F2OCC30P,Occupation at age 30 (using ELS BY/F1 coding scheme)
F2PCTACC,Percentage of applied-to schools at which respondent was accepted
F2PCTAID,Percentage of acceptance schools which also offered financial aid
F2POUTWF,Percent of months nonenrollee out of work force between HS and Jan 06
F2PS1,First ^real^ postsecondary institution link number
F2PS1AID,Whether offered financial aid 1st yr at 1st postsec institution
F2PS1CTR,Control of first postsecondary institution
F2PS1EEX,College entrance exam scores relative to average scores at 1st PS inst
F2PS1FTP,Enrollment intensity at first postsecondary institution
F2PS1GRT,Offered scholarship/grant for first year at first postsec institution
F2PS1LN,Offered loan for first year at first postsecondary institution
F2PS1LVL,Level of offering of first postsecondary institution
F2PS1NTY,Number of types of aid offered by first postsecondary institution
F2PS1OUT,Whether 1st postsecondary institution out of state of residence
F2PS1REM,Took math/writing/reading remedial course at 1st postsec institution
F2PS1SEC,Sector of first postsecondary institution
F2PS1WKS,Offered work-study for first year at first postsecondary institution
F2PS1WVR,Offered tuition waiver/discount - 1st year at 1st postsec institution
F2PS0401,Enrolled in postsecondary institution in - 2004/01 (January 2004)
F2PS0402,Enrolled in postsecondary institution in - 2004/02 (February 2004)
F2PS0403,Enrolled in postsecondary institution in - 2004/03 (March 2004)
F2PS0404,Enrolled in postsecondary institution in - 2004/04 (April 2004)
F2PS0405,Enrolled in postsecondary institution in - 2004/05 (May 2004)
F2PS0406,Enrolled in postsecondary institution in - 2004/06 (June 2004)
F2PS0407,Enrolled in postsecondary institution in - 2004/07 (July 2004)
F2PS0408,Enrolled in postsecondary institution in - 2004/08 (August 2004)
F2PS0409,Enrolled in postsecondary institution in - 2004/09 (September 2004)
F2PS0410,Enrolled in postsecondary institution in - 2004/10 (October 2004)
F2PS0411,Enrolled in postsecondary institution in - 2004/11 (November 2004)
F2PS0412,Enrolled in postsecondary institution in - 2004/12 (December 2004)
F2PS0501,Enrolled in postsecondary institution in - 2005/01 (January 2005)
F2PS0502,Enrolled in postsecondary institution in - 2005/02 (February 2005)
F2PS0503,Enrolled in postsecondary institution in - 2005/03 (March 2005)
F2PS0504,Enrolled in postsecondary institution in - 2005/04 (April 2005)
F2PS0505,Enrolled in postsecondary institution in - 2005/05 (May 2005)
F2PS0506,Enrolled in postsecondary institution in - 2005/06 (June 2005)
F2PS0507,Enrolled in postsecondary institution in - 2005/07 (July 2005)
F2PS0508,Enrolled in postsecondary institution in - 2005/08 (August 2005)
F2PS0509,Enrolled in postsecondary institution in - 2005/09 (September 2005)
F2PS0510,Enrolled in postsecondary institution in - 2005/10 (October 2005)
F2PS0511,Enrolled in postsecondary institution in - 2005/11 (November 2005)
F2PS0512,Enrolled in postsecondary institution in - 2005/12 (December 2005)
F2PS0601,Enrolled in postsecondary institution in - 2006/01 (January 2006)
F2PS2006,2006 postsecondary institution link number
F2PSEEXM,Whether took college entrance exams
F2PSEJ06,January 2006 postsecondary enrollment status: level by intensity
F2PSEND,Last period of postsecondary education
F2PSEPLN,Fulfillment of 2004 Senior Year college plans
F2PSMO45,Number of months enrolled in a postsec institution in 04-05 school yr
F2PSPPLN,Postsecondary education pipeline
F2PSPR_4,Number of months of postsecondary enrollment before January 2004
F2PSSTRT,When started postsecondary education
F2PSYR1,Number of months enrolled in a PS inst in the year after HS comp/exit
F2PTN1PS,PSE attendance pattern (schl level): initial post-hs period v. Jan 06
F2PTN2PS,PSE attendance pattern (intensity): initial post-hs period v. Jan 2006
F2PTN3PS,Postsecondary attendance pattern: 1st year after high school
F2PUNE1P,Percent of months nonenrollee unemployed since HS completion/exit
F2PUNE2P,Percent of months nonenrollee unemployed between HS and January 06
F2QMODE,F2 mode of administration
F2QSTAT,F2 questionnaire status
F2QTSCWT,Second follow-up transcript cross-sectional weight
F2QWT,Second follow-up cross-sectional weight
F2QXDATP,F2 date completed interview
F2RTYPE,F2 respondent type
F2SP04DO,Spring 2004 dropout status (updated)
F2STEMOCC36,STEM occupation flag for student's known expected occupation at age 30 as of F2 (STEM flag for F2ONET36)
F2STEMOCCC6,STEM occupation flag for student's known current occupation as of F2 (STEM flag for F2ONETC6)
F2STEXIM,Imputation flag - F2STEXP (F2B30)
F2STEXP,Highest level of education respondent expects to complete - composite
F2SWITCH,Whether transferred or switched postsecondary institutions
F2WYGED1,Completed GED to improve/advance/keep up to date on current job
F2WYGED2,Completed GED to train for new job/career
F2WYGED3,"Completed GED to improve basic reading, writing, or math skills"
F2WYGED4,Completed GED to meet requirements for additional study
F2WYGED5,Completed GED because required or encouraged by employer
F2WYGED6,Completed GED because of personal/family/social reasons
F2WYLV1,Left school because got a job
F2WYLV2,Left school because did not like school
F2WYLV3,Left school because could not get along with teachers/students
F2WYLV4,Left school because pregnant/became parent
F2WYLV5,Left school because had to support or care for family
F2WYLV6,Left school because was suspended/expelled
F2WYLV7,Left school because did not feel safe
F2WYLV8,Left school because did not feel belonged there
F2WYLV9,Left school because could not keep up with schoolwork
F2WYLV10,Left school because was getting poor grades/failing school
F2WYLV11,Left school because could not work at same time
F2WYLV12,Left schl b/c thought couldn^t complete courses/pass test to graduate
F2WYLV13,Left school because thought it would be easier to get GED
F2WYLV14,Left school because missed too many school days
F3A01A,Current activities:  Working for pay at a FT job
F3A01B,Current activities:  Working for pay at a PT job
F3A01C,Current activities:  Serving in another work experience
F3A01D,Current activities:  Taking courses at a 2- or 4-yr school
F3A01E,Current activities:  Taking courses at a voc/tech/trade school
F3A01F,Current activities:  Keeping house
F3A01G,Current activities:  Caring for dependents
F3A01H,Current activities:  Serving in the military
F3A02,Whether June 2012 activities are the same as current activities
F3A03A,June 2012 activities:  Working for pay at a FT job
F3A03B,June 2012 activities:  Working for pay at a PT job
F3A03C,June 2012 activities:  Serving in another work experience
F3A03D,June 2012 activities:  Taking courses at a 2- or 4-yr school
F3A03E,June 2012 activities:  Taking courses at a voc/tech/trade school
F3A03F,June 2012 activities:  Keeping house
F3A03G,June 2012 activities:  Caring for dependents
F3A03H,June 2012 activities:  Serving in the military
F3A04,Whether R has received a HS credential
F3A05,Type of HS credential received
F3A07,Program through which GED/equivalency was earned
F3A10,Whether currently working towards a GED/equivalent
F3A12,Year/month last attended postsecondary school
F3A13A,Whether earned a credential from last-attended PS institution
F3A13B,Type of credential pursued when last attending PS school
F3A14A,High-impact PS activities:  Internship/co-op/field experience/student teaching/clinical assignment
F3A14B,High-impact PS activities:  Research project with faculty member outside course/program requirements
F3A14C,High-impact PS activities:  Study abroad
F3A14D,High-impact PS activities:  Community-based project
F3A14E,High-impact PS activities:  Culminating senior experience
F3A14F,High-impact PS activities:  Mentoring
F3A15A,Extent to which PSE prepared for life:  Work and career
F3A15B,Extent to which PSE prepared for life:  Further education
F3A15C,Extent to which PSE prepared for life:  Establishing financial security
F3A15D,Extent to which PSE prepared for life:  Civic participation
F3A16A,Reasons for no PS credential:  Finished taking desired classes
F3A16B,Reasons for no PS credential:  Couldn't afford to continue going to school
F3A16C,Reasons for no PS credential:  Would rather work and make money than continue going to school
F3A16D,Reasons for no PS credential:  Change in family status
F3A16E,"Reasons for no PS credential:  Personal problems, injury, or illness"
F3A16F,Reasons for no PS credential:  Conflicts with demands at home
F3A16G,Reasons for no PS credential:  Difficulty completing requirements
F3A16H,Reasons for no PS credential:  Classes not available / class scheduling not convenient
F3A16I,Reasons for no PS credential:  Job or military considerations
F3A18,Whether R took out any student/PSE loans
F3A20,Whether currently making monthly payments on student loans
F3A22A,Effects of student loan debt:  Took job outside field of study or training
F3A22B,Effects of student loan debt:  Took a less desirable job
F3A22C,Effects of student loan debt:  Have to work at more than one job at the same time
F3A22D,Effects of student loan debt:  Have to work more hours than desired
F3A23,Whether R received grants/scholarships during first term at first attended PS institution
F3A24A,Proportion of tuition/fees paid by grants/scholarships (1st term at 1st attended PS institution)
F3A24B,Proportion of other college expenses paid by grants/scholarships (1st term at 1st attended PS institution)
F3A25,Whether R received grants/scholarships during last term at last attended PS institution
F3A26A,Proportion of tuition/fees paid by grants/scholarships (last term at last attended PS institution)
F3A26B,Proportion of other college expenses paid by grants/scholarships (last term at last attended PS institution)
F3A27,Whether R has a professional certification or license
F3A28A,R is/was certified/licensed by state
F3A28B,R is/was certified/licensed by a professional organization
F3A28C,R is/was certified/licensed by industry/company/some other organization
F3A29A,Certification/license requires R to demonstrate skills while on the job
F3A29B,Certification/license requires R to pass a test or exam
F3A29C,Certification/license requires R to submit a portfolio of work
F3A30A,Certification/license must be maintained via continuing education classes/units
F3A30B,Certification/license must be maintained via periodic tests
F3A31A,Certification/license can be revoked or suspended for any reason
F3A31B,Certification/license can be used to get job with any employer in field
F3A32,Certification/license required for current/most recent job
F3ATTAINDATE,Year/month received highest credential earned
F3ATTAINMENT,Highest level of education earned as of F3
F3ATTAINMENTIM,Imputation flag - F3ATTAINMENT
F3B01,Whether R has ever been in the military
F3B02A,Military service is/was in the Army
F3B02B,Military service is/was in the Air Force
F3B02C,Military service is/was in the Marine Corps
F3B02D,Military service is/was in the Navy
F3B03,"Whether R is currently serving on active duty, in reserves, or in National Guard"
F3B04,Year/month first served in the military
F3B05,Year/month last served in the military
F3B06,Highest military pay grade achieved
F3B07,Ever served on active duty
F3B08,Ever served in a combat zone
F3B09,Held a job for pay since January 2006
F3B10,Whether R currently wants a job / full-time job
F3B11,Whether R is currently available and looking for work
F3B12,Number of employers since January 2006
F3B13,Year/month last worked for pay
F3B14A,Number of currently-held full-time jobs
F3B14B,Number of currently-held part-time jobs
F3B16,Year/month began current/most recent job
F3B17,Whether working for self or for someone else in current/most recent job
F3B18A,Whether R is/was owner of own business in current/most recent job
F3B18B,Whether R is/was a partner with others in current/most recent job
F3B18C,Whether R is/was to file federal income tax form SE for current/most recent job
F3B18D,Whether R is/was independent contractor/consultant in current/most recent job
F3B19,Current/most recent employer type
F3B20,Whether R supervises other in current/most recent job
F3B21,Hours worked per week in current/most recent (primary) job
F3B22,Hours currently working per week across all jobs
F3B23,Level of autonomy in current/most recent job
F3B24,Whether current/most recent employer offers medical insurance
F3B25A,Aspects of current/most recent job:  Job security
F3B25B,Aspects of current/most recent job:  Opportunity to learn new things
F3B25C,Aspects of current/most recent job:  High earnings
F3B25D,Aspects of current/most recent job:  New challenges
F3B25E,Aspects of current/most recent job:  Time for leisure activities
F3B25F,Aspects of current/most recent job:  Useful for society
F3B25G,Aspects of current/most recent job:  Work-family balance
F3B26,Pay period for current/most recent job
F3B27,Whether paid at an hourly rate at current/most recent job
F3B29,Relationship between current/most recent job and career goals
F3B30A,Whether graduate degree is/was required for current/most recent job
F3B30B,Whether Bachelor's degree is/was required for current/most recent job
F3B30C,Whether Associate's degree is/was required for current/most recent job
F3B30D,Whether undergraduate certificate is/was required for current/most recent job
F3B31,Relationship between current/most recent job and field of study
F3B32,Ever had a job closely related to field of study
F3B33,Whether current/most recent job would be difficult without college coursework
F3B34A,SCCT:  Most people at work are pretty supportive
F3B34B,SCCT:  There are people to learn from at work
F3B34C,SCCT:  There are people to help in solving a work problem
F3B34D,SCCT:  Feels fairly well satisfied with current job
F3B34E,SCCT:  Enthusiastic about work on most days
F3B34F,SCCT:  Finds real enjoyment in work
F3B34G,SCCT:  Plans to remain in current job over the next year
F3B34H,SCCT:  Usually doesn't think about leaving current job
F3B34I,SCCT:  Feels pretty strongly committed to keeping current job
F3B35,Whether R has received formal employer-provided training
F3BYEDEXPFF,Fulfillment of BY educational expectations as of F3
F3BYONET302,2-digit ONET code for student's expected occupation at age 30 as of BY (ONET version of BYOCC30)
F3BYPNLPSWT,"Transcript: Panel Weight, BY, F3, and Postsecondary Transcript"
F3BYSTEMOC30,STEM occupation flag for student's known expected occupation at age 30 as of BY (STEM flag for F3BYONET306)
F3BYTSCPSWT,"Transcript: Panel Weight, BY, F3, High School Transcript, and Postsecondary Transcript"
F3BYTSCWT,"Panel weight, BY and F3 (2002 and 2012) HS transcript respondent weight"
F3BYTSCWT_O,"Panel weight, BY and F3 (2002 and 2012) HS transcript respondent weight (as of F3 survey)"
F3C01,Number of weeks employed during 2011
F3C02,Number of hours worked per week during 2011
F3C03,Proportion employed during 2010
F3C04,Hours worked during a typical working week in 2010
F3C05,Proportion employed during 2009
F3C06,Hours worked during a typical working week in 2009
F3C07,Ever unemployed since January 2009
F3C08,Total number of months unemployed since January 2009
F3C09,Total number of times unemployed since January 2009
F3C10,Longest unemployment spell (in months) since January 2009
F3C11,Whether recvd/applied/been eligible to receive unemp compensation since Jan 2009
F3C12A,Employment barriers:  Not having the required credential
F3C12B,Employment barriers:  Not having high enough grades
F3C12C,Employment barriers:  Being considered overqualified
F3C12D,"Employment barriers:  Illness, accident, or disability"
F3C12E,Employment barriers:  Lack of openings in chosen field
F3C12F,Employment barriers:  Inability to relocate
F3C12G,Employment barriers:  Lack of affordable child care
F3C12H,Employment barriers:  Racial/ethnic discrimination
F3C12I,Employment barriers:  Gender discrimination
F3C12J,Employment barriers:  Lack of social connections/contacts
F3C12K,Employment barriers:  Transportation difficulties
F3C14,How much education R thinks s/he will need for expected job at age 30
F3CNSDUE,"Consolidated loan: amount owed, principal and interest (as of F3)"
F3CNSOWED,Consolidated loan: amount owed (as of F3)
F3CURRV30,Current/most recent job v. expected age-30 occupation
F3D02,Number of times R has been married
F3D04,Whether R is currently living with significant other in a marriage-like relship
F3D05,Spouse/partner's highest level of education
F3D06,Whether R has any biological children
F3D07,Number of biological children
F3D09_1,Whether R was married to first child's other parent at time of birth
F3D09_2,Whether R was married to second child's other parent at time of birth
F3D09_3,Whether R was married to third child's other parent at time of birth
F3D09_4,Whether R was married to fourth child's other parent at time of birth
F3D10,Whether R has ever adopted a child
F3D11,Number of adopted children
F3D14,Whether R lives by self or with others
F3D15A,Household composition:  Friends or roommates
F3D15B,Household composition:  Brothers or sisters
F3D15C,Household composition:  Children
F3D15D,Household composition:  Mother or female guardian
F3D15E,Household composition:  Father or male guardian
F3D15F,Household composition:  Spouse
F3D15G,Household composition:  Partner in a marriage-like relationship
F3D15H,Household composition:  Others
F3D16,"Whether R lives in parent(s) home, or parents live in R's home"
F3D17,Whether R contributes to cost of room/board in parents home
F3D18,Whether R has dependents
F3D19A,Number of dependents less than age 18
F3D19B,Number of dependents age 18 or older
F3D21,R's 2011 employment earnings -- categorical
F3D23,Spouse/partner's 2011 employment earnings -- categorical
F3D24,Whether received public assistance during 2011
F3D25,Whether received financial assistance from parents during last 12 months
F3D26,2011 income from sources other than employment
F3D27,Whether R has a retirement account (un-married/un-partnered)
F3D28A,Whether R has a joint retirement account with spouse/partner
F3D28B,Whether R has a retirement account separate from spouse/partner
F3D28C,Whether spouse/partner has a retirement account separate from R
F3D29,Dollar amount currently held in retirment account
F3D30,Whether owns home / rents / has some other arrangement
F3D31,Current value of home
F3D32,Amount currently owed on mortgage
F3D33,Total non-mortgage debt
F3D34,Whether assets are greater than / equal to / less than debts
F3D35,Difference between assets and debts
F3D36,Subjective rating of financial stress
F3D37,Whether currently registered to vote
F3D38,Whether voted in the 2008 presidential election
F3D39,"Whether voted in any local/state/national election during 2009, 2010, or 2011"
F3D40,Performed unpaid volunteer work during the last 2 years
F3D41A,Volunteer organizations:  Youth organizations
F3D41B,Volunteer organizations:  Service organizations
F3D41C,Volunteer organizations:  Political clubs or organizations
F3D41D,Volunteer organizations:  Religious or spiritual organizations
F3D41E,Volunteer organizations:  Community/civic associations or groups
F3D41F,Volunteer organizations:  Hospital/nursing home/retirement community
F3D41G,Volunteer organizations:  Educational organizations
F3D41H,Volunteer organizations:  Conservation/recycling/environmental group
F3D41I,Volunteer organizations:  Group providing intnatl aid / promoting world peace
F3D41J,Volunteer organizations:  Group helping people in need of food/shelter/basic necessities
F3D41K,Volunteer organizations:  Group/organization related to arts or culture
F3D41L,Volunteer organizations:  Other
F3D41M,Volunteer organizations:  None of the above
F3D42,Frequency of volunteer service
F3D43,Frequency of philanthropic giving/donations
F3D44A,Traumatic events since Jan 2006:  Parents/guardians were divorced or separated
F3D44B,Traumatic events since Jan 2006:  Parent/guardian lost job
F3D44C,Traumatic events since Jan 2006:  R lost job
F3D44D,Traumatic events since Jan 2006:  Parent or guardians died
F3D44E,Traumatic events since Jan 2006:  Close relative or friend died
F3D44F,Traumatic events since Jan 2006:  R became seriously ill or disabled
F3D44G,Traumatic events since Jan 2006:  Family member became seriously ill or disabled
F3D44H,Traumatic events since Jan 2006:  Victim of a violence
F3D45A,Year/month parents/guardians were divorced (1st occurrence since Jan 2006)
F3D46A,Year/month parent/guardian lost job (1st occurrence since Jan 2006)
F3D46B,"Year/month parent/guardian lost job (last occurrence, if 2+ occurrences)"
F3D47A,Year/month R lost job (1st occurrence since Jan 2006)
F3D47B,"Year/month R lost job (last occurrence, if 2+ occurrences)"
F3D48A,Year/month parent/guardian died (1st occurrence since Jan 2006)
F3D53A,Values:  Having right person to marry/happy family life
F3D53B,Values:  Having lots of money
F3D53C,Values:  Having strong friendships
F3D53D,Values:  Helping other people in community
F3D53E,Values:  Being able to give children better opportunities
F3D53F,Values:  Living close to parents and relatives
F3D53G,Values:  Working to correct social and economic inequalities
F3D53H,Values:  Having children
F3D53I,Values:  Having leisure time to enjoy own interests
F3D53J,Values:  Being an expert in field of work
F3D53K,Values:  Having a good education
F3EDSTAT,Postsecondary enrollment status as of the F3 interview
F3EMPSTAT,Employment status as of the F3 interview
F3EMPSTATIM,Imputation flag - F3EMPSTAT
F3ERN2011,2011 employment income:  R only
F3ERN2011IM,Imputation flag - F3ERN2011 (F3D20)
F3EVERDO,F3 ever dropped out of high school (updated version of F2EVERDO)
F3EVR2YR,Ever attended a 2-year institution
F3EVR4YR,Ever attended a 4-year institution
F3EVRATT,F3 ever attended a postsecondary institution
F3EVRATTIM,Imputation flag - F3EVRATT (F3A11)
F3EVRGED,F3 ever earned GED/equivalency (updated version of F2EVRGED)
F3EVRHI4,Ever attended a highly-selective 4-year institution
F3EVRINCL4,Ever attended an inclusive 4-year institution
F3EVRJOB,Ever worked for pay since January 2006
F3EVRJOBIM,Imputation flag - F3EVRJOB (F3B09)
F3EVRLT2,Ever attended a less-than 2-year institution
F3EVRMOD4,Ever attended a moderately-selective 4-year institution
F3EVRPRIFOR,Ever attended a private for-profit PS institution
F3EVRPRINOT,Ever attended a private not-for-profit PS institution
F3EVRPUB,Ever attended a public PS institution
F3F1EDEXPFF,Fulfillment of F1 educational expectations as of F3
F3F1ONET302,2-digit ONET code for student's expected occupation at age 30 as of F1 (ONET version of F1OCC30)
F3F1ONETF2,2-digit ONET code for father/male guardian's occupation as of F1 (ONET version of F1OCCUF)
F3F1ONETM2,2-digit ONET code for mother/female guardian's occupation as of F1 (ONET version of F1OCCUM)
F3F1PNLPSWT,"Transcript: Panel Weight, F1, F3, and postsecondary Transcript"
F3F1PNLWT,"Panel weight, F1 and F3 (2006 and 2012)"
F3F1STEMOC30,STEM occupation flag for student's known expected occupation at age 30 as of F1 (STEM flag for F3F1ONET306)
F3F1STEMOCCF,STEM occupation flag for father/male guardian's known occupation as of F1 (STEM flag for F3F1ONETF6)
F3F1STEMOCCM,STEM occupation flag for mother/female guardian's known occupation as of F1 (STEM flag for F3F1ONETM6)
F3F1TSCPSWT,"Transcript: Panel Weight, F1, F3, High School Transcript, and postsecondary Transcript"
F3F1TSCWT,"Panel weight, F1 and F3 (2006 and 2012) HS transcript respondent weight"
F3F1TSCWT_O,"Panel weight, F1 and F3 (2006 and 2012) HS transcript respondent weight (as of F3 survey)"
F3FEDCUM3,Cumulative federal loan amount for undergrad and grad
F3FEDDUE3,"Cumulative federal loan amount owed, principal and interest, for undergraduate or graduate education"
F3FURTHERED,Whether R has already attained expected highest level of education
F3GEDPRG,F3 program in which GED was earned (updated version of F2GEDPRG)
F3GPLUSCUM,Cumulative Graduate PLUS amount
F3HIIMPACT,Number of high-impact educational activities in which R participated
F3HS2BA,Number of months between HS completion and BA completion
F3HS2PS1,Number of months between HS exit and PS entry
F3HSCPDR,High school completion date (updated version of F2HSCPDR)
F3HSSTAT,High school completion status (updated version of F2HSSTAT)
F3ICNTRL,Control of attended postsecondary institution
F3ICREDDATE_1,Credential #1:  year/month earned
F3ICREDDBLMAJ_1,Credential #1:  double major indicator
F3ICREDGEN_1,Credential #1:  field-of-study 2-digit code
F3ICREDNUM,Number of credentials earned at postsecondary institution
F3ICREDTYPE_1,Credential #1:  credential type
F3IFIRSTINST,Institution is R's first-attended postsecondary institution
F3ILASTINST,Institution is R's last/currently attended postsecondary institution
F3ILEVEL,Level of attended postsecondary institution
F3ISECTR,Sector of attended postsecondary institution
F3ISTDATE,Year/month R first attended postsecondary institution
F3JOBPERSIST,Social-cognitive career theory:  index/scale score for job persistence intentions
F3JOBSATIS,Social-cognitive career theory:  job satisfaction index/scale score
F3JOBSUPP,Social-cognitive career theory:  work support index/scale score
F3JUNEDSTAT,Postsecondary enrollment status as of June 2012
F3JUNEMPSTAT,Employment status as of June 2012
F3LIVARR,Current living arrangements
F3MARRAGE,Age at which R first married
F3MARRSTATUS,Marital status as of F3
F3MOBILITYBYF3,Residential mobility:  BY v. F3
F3MOBILITYF1F2,Residential mobility:  F1 v. F2
F3MOBILITYF1F3,Residential mobility:  F1 v. F3
F3MOBILITYF2F3,Residential mobility:  F2 v. F3
F3NATTND,Number of postsecondary institutions attended
F3NRSTAT,F3 non-response status
F3NSLDSSTAT,NSLDS loan/Pell grant data availability status - (as of F3)
F3NUM2YR,Number of 2-year postsecondary institutions attended
F3NUM4YR,Number of 4-year postsecondary institutions attended
F3NUMDPNDNT,Total number of dependents
F3NUMHI4,Number of highly-selective 4-year PS institutions attended
F3NUMINCL4,Number of inclusive 4-year PS institutions attended
F3NUMLT2,Number of less-than-2-year postsecondary institutions attended
F3NUMMOD4,Number of moderately-selective 4-year PS institutions attended
F3NUMPRIFOR,Number of private for-profit postsecondary institutions attended
F3NUMPRINOT,Number of private not-for-profit postsecondary institutions attended
F3NUMPUB,Number of public postsecondary institutions attended
F3OCC30BYVF1,Change/stability in occupational expectations:  BY v. F1
F3OCC30BYVF3,Change/stability in occupational expectations:  BY v. F3
F3OCC30F1VF3,Change/stability in occupational expectations:  F1 v. F3
F3ONET2AGE30,2-digit ONET code for expected age-30 occupation
F3ONET2CURR,2-digit ONET code for current/most recent job
F3PARAGE,Age at which R first had a child
